state_code,dist_code,court_no,court_historical_median_resolution,pending_cases_count
10,20,10,308.0,59999
10,20,11,364.0,77470
10,20,12,409.0,80349
10,20,13,350.0,51019
10,20,14,344.0,47177
10,20,15,402.0,48500
10,20,16,329.0,45435
10,20,17,371.0,57311
10,20,18,417.0,31042
10,20,19,366.0,42166
10,20,20,390.0,28768
10,20,21,252.0,30107
10,20,22,179.0,27229
10,20,24,460.0,20548
10,20,28,596.0,7236
10,20,29,482.0,9256
10,21,2,354.0,141115
10,21,3,282.0,378707
10,21,4,226.0,180421
10,21,5,224.0,141630
10,21,6,335.0,100796
10,21,7,370.0,99033
10,21,8,255.0,82157
10,21,9,350.0,62773
10,21,11,357.0,78521
10,21,12,405.0,80884
10,21,13,372.0,49162
10,21,14,373.0,45282
10,21,15,501.0,41415
10,21,16,347.0,43947
10,22,1,153.0,249954
10,22,2,354.0,141062
10,22,3,284.0,377466
10,22,5,225.0,141497
10,22,7,369.0,99257
10,22,8,269.0,80046
10,22,9,344.0,63470
10,22,10,299.0,60751
10,22,11,358.0,78355
10,22,12,414.0,79560
10,22,13,351.0,50869
10,22,14,332.0,47924
10,22,15,403.0,48408
10,22,16,331.0,45263
10,22,17,377.0,56682
10,22,19,407.0,38514
10,22,20,400.0,28347
10,22,21,268.0,29401
10,22,22,187.0,26667
10,22,23,308.0,15826
10,23,2,374.0,136009
10,23,3,293.0,371046
10,23,4,231.0,178247
10,23,5,224.0,141675
10,24,2,354.0,141088
10,24,3,282.0,378425
10,24,4,223.0,181609
10,24,5,224.0,141648
10,24,6,328.0,102118
10,24,7,368.0,99446
10,24,8,246.0,83571
10,24,10,300.0,60700
10,24,11,357.0,78457
10,24,12,407.0,80691
10,24,13,402.0,46895
10,24,14,353.0,46606
10,24,15,403.0,48443
10,24,16,325.0,45834
10,24,17,373.0,57074
10,24,18,360.0,34010
10,24,19,363.0,42493
10,24,20,386.0,28955
10,24,21,245.0,30472
10,24,22,181.0,27050
10,24,23,316.0,15621
10,24,24,573.0,17838
10,24,27,576.0,11156
10,24,28,600.0,7209
10,24,29,480.0,9292
10,25,1,158.0,246986
10,25,2,354.0,141152
10,25,5,225.0,141411
10,25,6,335.0,100902
10,25,7,371.0,98991
10,25,9,351.0,62731
10,25,10,298.0,60862
10,25,11,363.0,77684
10,25,12,406.0,80813
10,25,13,351.0,50928
10,25,14,341.0,47397
10,25,15,495.0,41826
10,25,16,323.0,45939
10,25,17,371.0,57296
10,26,2,362.0,139013
10,26,3,287.0,375249
10,26,4,226.0,180422
10,26,5,225.0,141275
10,26,6,330.0,101794
10,26,7,368.0,99431
10,26,8,264.0,80736
10,26,10,298.5,60844
10,26,15,408.0,48038
10,26,16,346.0,44013
10,26,17,371.0,57310
10,26,18,359.0,34084
10,26,19,362.0,42592
10,26,20,375.0,29318
10,27,2,355.0,141051
10,27,3,283.0,378148
10,27,4,224.0,181512
10,27,5,227.0,140859
10,27,6,335.0,100835
10,27,7,371.0,98839
10,27,8,247.0,83430
10,27,9,352.0,62598
10,27,10,317.0,59117
10,27,11,363.0,77751
10,27,12,412.0,79948
10,27,13,351.0,50929
10,27,14,336.0,47711
10,27,15,405.0,48313
10,27,16,337.0,44684
10,27,18,968.5,11362
10,27,19,363.0,42552
10,27,20,434.0,27027
10,27,21,251.0,30211
10,27,22,186.0,26749
10,28,2,361.0,139378
10,28,3,282.0,378597
10,28,4,228.0,179747
10,28,5,224.0,141677
10,28,6,333.0,101333
10,28,7,391.0,95889
10,28,8,246.0,83575
10,28,9,344.0,63444
10,28,10,320.0,58851
10,28,11,357.0,78492
10,28,12,408.0,80455
10,28,13,372.0,49246
10,28,14,333.0,47862
10,29,1,170.0,233853
10,29,2,358.0,140041
10,29,3,302.0,364175
10,29,4,228.0,179748
10,29,5,228.0,140522
10,29,6,329.0,102015
10,29,7,378.0,97881
10,29,8,247.0,83391
10,29,9,343.0,63507
10,29,10,300.0,60705
10,29,11,357.0,78425
10,29,12,413.0,79705
10,29,13,396.0,47291
10,29,15,516.0,40246
10,29,17,394.0,54948
10,30,2,357.0,140548
10,30,4,227.0,179867
10,30,5,224.0,141724
10,30,6,328.0,102082
10,30,7,368.0,99330
10,30,8,255.0,82255
10,30,9,387.0,59345
10,30,10,307.0,60113
10,30,11,357.0,78475
10,31,2,354.0,141090
10,31,3,284.0,377066
10,31,4,231.0,178306
10,31,5,232.0,138787
10,31,6,329.0,102016
10,31,7,371.0,98840
10,31,8,249.0,83094
10,31,9,344.0,63409
10,31,10,298.0,60891
10,31,11,363.0,77713
10,31,12,407.0,80607
10,31,13,350.0,50965
10,31,14,560.0,35699
10,31,15,407.0,48069
10,31,16,325.0,45791
10,31,17,386.0,55764
10,31,18,359.0,34064
10,31,19,363.0,42515
10,31,20,374.0,29334
10,31,21,943.0,11419
10,31,22,191.0,26307
10,31,24,466.0,20373
10,32,1,151.0,251089
10,32,3,293.0,370637
10,32,4,223.0,181585
10,32,5,239.0,136443
10,32,6,333.0,101233
10,32,8,256.0,82093
10,32,10,298.0,60866
10,32,11,363.0,77738
10,32,12,409.0,80326
10,32,13,349.0,51059
10,32,14,353.0,46567
10,32,15,404.0,48360
10,32,17,380.0,56370
10,32,19,362.0,42594
10,32,20,377.0,29238
10,32,21,289.0,28521
10,32,22,197.0,25917
10,32,23,301.5,16022
10,32,24,461.0,20533
10,32,25,408.0,13728
10,32,26,474.0,16148
10,32,27,639.0,10119
10,32,28,607.0,7162
10,32,30,196.0,2744
10,32,34,417.0,1702
10,32,35,359.0,2388
10,32,36,1251.5,418
10,33,1,151.0,250827
10,33,2,397.0,131113
10,33,3,319.0,351685
10,33,4,224.0,181440
10,33,5,226.0,140976
10,33,6,329.0,102040
10,33,7,369.0,99280
10,33,8,247.0,83282
10,33,9,343.0,63512
10,33,10,298.0,60852
10,33,13,377.0,48762
10,33,14,332.0,47909
10,33,17,371.0,57286
10,33,18,359.0,34065
10,33,19,362.0,42637
10,33,20,374.0,29341
10,33,21,439.0,23283
10,33,22,179.0,27232
10,33,23,302.0,16008
10,33,24,461.0,20534
10,33,25,409.0,13701
11,1,4,240.0,173515
11,1,5,527.0,67449
11,1,12,629.0,30675
11,1,14,754.0,26768
11,3,5,938.5,25436
11,4,2,681.0,69669
11,4,4,270.0,160003
11,5,2,446.0,120055
11,5,3,377.0,314567
11,5,4,227.0,179980
11,5,5,493.0,73804
11,5,6,368.0,94837
11,5,7,969.0,17829
11,5,10,1037.0,13934
11,6,3,549.0,158780
11,6,5,862.0,30683
11,6,7,371.0,98841
11,6,9,1258.5,11544
11,6,10,1193.5,8326
11,8,3,510.0,227205
11,9,3,599.0,101954
11,9,5,958.0,23106
11,10,8,467.0,52218
11,13,2,662.0,10627
11,13,9,991.0,18877
11,13,10,1065.0,12845
11,14,4,536.0,46882
11,16,13,452.0,43115
11,17,7,530.0,77298
11,17,13,830.0,19841
11,18,2,699.0,66899
11,18,4,233.0,176993
11,19,2,706.0,32720
11,19,3,591.0,113011
11,19,4,522.0,52773
11,21,3,602.0,96761
11,21,5,973.0,21786
11,21,9,981.0,19249
11,22,5,942.0,25618
11,22,8,729.0,19354
11,23,3,594.0,111283
11,26,3,530.0,195253
11,26,4,460.0,88834
11,26,6,345.0,99005
11,26,7,775.0,37468
11,26,8,257.0,81893
11,26,9,817.0,26980
11,27,7,731.0,43488
11,31,3,605.0,92829
11,32,1,177.0,225080
11,32,5,1180.0,10066
12,1,2,686.0,68421
12,1,3,295.0,369055
12,3,2,422.0,126029
12,3,3,294.0,369826
12,3,6,330.0,101679
12,3,9,465.0,53357
12,5,2,396.0,131209
12,5,3,539.0,178101
12,5,4,322.0,139600
12,6,2,354.0,141175
12,6,3,469.0,257954
12,6,5,259.0,130157
12,6,9,386.0,59496
12,7,3,311.0,357634
12,7,6,549.0,63570
12,8,2,357.0,140495
12,8,5,1228.0,3985
12,8,7,468.0,85463
12,8,11,399.0,72702
12,10,2,362.0,139014
12,11,2,408.0,128894
12,12,1,182.0,209926
12,12,2,360.0,139566
12,13,2,354.0,141116
12,14,1,375.0,75011
12,14,2,644.0,80975
12,15,2,378.0,135068
12,15,5,224.0,141725
12,15,7,381.0,97387
12,15,10,479.0,46185
12,16,2,412.0,128172
12,17,2,427.0,124986
12,18,1,299.0,85404
12,18,2,460.0,116500
12,18,3,591.0,113080
12,18,5,568.0,56738
12,19,1,185.0,208059
12,19,2,368.0,137465
12,20,2,361.0,139314
12,21,1,158.0,246990
12,21,3,282.0,378879
12,22,2,362.0,138910
13,1,2,409.0,128783
13,1,3,282.0,378880
13,1,4,468.0,85140
13,1,5,264.0,128681
13,1,6,351.0,97885
13,2,2,411.0,128381
13,2,3,282.0,378660
13,2,4,235.0,175676
13,2,5,231.0,139124
13,2,8,247.0,83283
13,2,9,346.0,63246
13,2,10,299.0,60771
13,2,11,473.0,63010
13,2,12,405.0,80880
13,2,13,377.0,48812
13,3,2,471.0,113840
13,3,4,415.0,110633
13,3,5,410.0,92797
13,3,6,506.0,72539
13,3,7,553.0,73860
13,3,8,459.0,53598
13,4,2,472.0,113534
13,4,3,499.5,238940
13,4,4,415.0,110278
13,4,5,429.0,88647
13,4,6,549.0,63520
13,5,2,496.0,108667
13,5,3,282.0,378484
13,5,4,224.0,181366
13,5,5,240.0,136022
13,5,7,391.0,95847
13,6,2,410.0,128511
13,6,3,293.0,371047
13,6,4,287.0,152947
13,6,5,256.0,131223
13,6,6,1338.0,3673
13,6,7,381.0,97491
13,6,8,455.0,54227
13,7,2,471.0,113843
13,7,4,416.0,110130
13,7,5,430.0,88347
13,7,6,511.0,71653
13,8,2,471.0,113844
13,8,3,320.0,351091
13,8,4,415.0,110635
13,8,5,410.0,92802
13,8,6,506.0,72540
13,8,7,552.0,74051
13,9,2,360.0,139677
13,9,3,601.0,99414
13,9,4,234.0,176619
13,9,5,255.0,131904
13,9,6,333.0,101190
13,9,7,471.0,84938
13,10,2,471.0,113766
13,10,3,510.0,227872
13,10,4,415.0,110434
13,10,5,410.0,92803
13,10,6,520.0,70071
13,10,7,378.0,98015
13,10,8,247.0,83417
13,10,9,581.0,44703
13,11,2,472.0,113542
13,11,4,416.0,109722
13,11,5,416.0,91079
13,11,6,589.0,54384
13,12,2,470.0,114022
13,12,3,282.0,378881
13,12,4,236.0,175569
13,12,5,410.0,92868
13,12,6,506.0,72578
13,13,2,367.0,137802
13,13,3,610.0,82693
13,13,4,223.0,181563
13,13,5,224.0,141678
13,13,9,343.0,63496
13,13,10,767.0,25569
13,13,11,364.0,77449
13,14,2,471.0,113768
13,14,3,514.0,221883
13,14,4,416.0,110133
13,14,5,410.0,92657
13,14,6,510.0,71849
13,15,2,471.0,113845
13,15,4,418.0,108757
13,15,5,415.0,91381
13,15,6,523.0,69551
13,15,7,644.0,59669
13,16,2,417.0,127167
13,16,3,315.0,354254
13,16,4,357.0,127719
13,16,5,326.0,112225
13,16,6,445.0,82105
13,17,3,340.0,337966
13,18,2,408.0,128813
13,18,3,544.0,164947
13,18,4,228.0,179749
13,18,5,224.0,141633
13,18,7,379.0,97818
13,18,9,677.0,36617
13,19,2,360.0,139678
13,19,3,427.0,285470
13,19,4,226.0,180423
13,19,5,224.0,141679
13,19,6,394.0,90343
13,19,7,377.5,98024
13,20,2,473.0,113446
13,20,3,469.0,258093
13,20,4,223.0,181613
13,20,5,258.0,130632
13,20,6,507.0,72417
13,20,7,378.0,97869
13,21,2,471.0,113847
13,21,3,469.0,258094
13,21,4,415.0,110286
13,21,5,414.0,91538
13,21,6,507.0,72454
13,22,2,471.0,113848
13,22,4,415.0,110638
13,22,5,410.0,92814
13,22,6,507.0,72306
13,23,2,546.0,99473
13,23,4,416.0,109671
13,23,5,504.0,71039
13,24,2,515.0,105328
13,24,4,467.0,86245
13,24,5,507.0,69979
13,24,6,573.0,58136
13,24,7,646.0,59250
13,25,2,420.0,126514
13,25,4,497.0,63812
13,26,2,410.0,128513
13,26,3,502.0,235849
13,26,4,417.0,109238
13,26,5,444.0,85149
13,26,6,515.0,70881
13,26,11,491.0,59921
13,27,2,471.0,113851
13,27,3,471.0,256893
13,27,4,380.0,119951
13,27,5,411.0,92404
13,27,6,509.0,71979
13,27,7,552.0,74052
13,28,2,471.0,113853
13,28,3,396.0,303876
13,28,4,420.0,108080
13,28,5,411.0,92405
13,28,6,456.0,80677
13,28,7,524.0,78064
13,28,8,457.0,53869
13,29,2,471.0,113772
13,29,3,282.0,378547
13,29,4,416.0,109996
13,29,5,410.0,92586
13,29,6,507.0,72376
13,30,5,410.0,92770
13,30,6,507.0,72377
13,30,7,552.0,73973
13,31,8,448.0,55466
13,33,2,469.0,114220
13,33,3,383.0,311427
13,33,4,224.0,181421
13,33,5,410.0,92771
13,33,6,506.0,72541
13,34,2,471.0,113777
13,34,4,415.0,110639
13,34,5,412.0,92152
13,34,6,328.0,102078
13,34,7,388.0,96298
13,34,8,466.0,52439
13,35,2,471.0,113854
13,35,4,415.0,110640
13,35,6,506.0,72646
13,36,2,470.0,113930
13,36,3,282.0,378773
13,36,4,305.0,146157
13,36,5,290.0,121237
13,36,6,329.0,102064
13,36,7,556.0,73227
13,36,8,247.0,83397
13,37,2,476.0,112786
13,37,3,285.0,376693
13,37,4,233.0,176849
13,37,5,410.0,92772
13,37,6,535.0,67078
13,38,3,282.0,378774
13,38,4,263.0,162704
13,38,5,1092.0,14141
13,38,7,467.0,85504
13,38,8,888.0,12353
13,39,2,660.0,76715
13,39,4,358.0,127501
13,39,5,547.0,62270
13,39,6,529.0,68428
13,40,2,471.0,113778
13,40,3,474.0,254370
13,40,4,415.0,110516
13,40,5,410.0,92662
13,40,6,507.0,72349
13,41,2,457.0,117285
13,41,4,413.0,111176
13,41,5,436.0,87247
13,41,6,526.0,68956
13,42,2,471.0,113781
13,42,4,418.0,109126
13,42,5,410.0,92773
13,42,6,506.0,72545
13,43,2,358.0,140042
13,43,3,282.0,378882
13,43,4,241.0,173178
13,43,5,252.0,132593
13,43,7,377.0,98042
13,43,8,271.0,79741
13,43,11,357.0,78476
13,44,2,471.0,113782
13,44,3,476.0,252902
13,44,4,415.0,110641
13,44,5,410.0,92774
13,44,6,507.0,72418
13,45,2,471.0,113784
13,45,3,282.0,378860
13,45,4,224.0,181375
13,45,5,224.0,141680
13,45,6,506.0,72579
13,46,2,359.0,139926
13,46,3,370.0,319096
13,46,4,466.0,86721
13,46,5,600.0,48847
13,46,6,585.0,55723
13,46,7,552.0,74005
13,47,2,471.0,113866
13,47,3,309.0,358749
13,47,4,258.0,165074
13,47,5,324.0,112860
13,47,6,512.0,71463
13,47,7,583.0,69423
13,47,8,449.0,55279
13,47,9,570.0,45571
13,47,10,538.0,41622
13,47,11,357.0,78458
13,47,12,418.0,78987
13,48,2,471.0,113875
13,48,4,415.0,110606
13,48,5,411.0,92298
13,48,6,507.0,72308
13,48,7,552.0,73974
13,48,8,255.0,82257
13,48,9,445.0,54688
13,48,10,427.0,50174
13,49,2,470.0,113888
13,49,3,303.0,362818
13,49,4,415.0,110642
13,49,5,407.0,93227
13,49,6,506.0,72564
13,49,7,552.0,74043
13,50,2,471.0,113801
13,50,4,452.0,93548
13,50,5,539.0,64073
13,51,3,293.0,370983
13,51,4,223.0,181635
13,51,5,240.0,136132
13,52,2,471.0,113802
13,52,4,416.0,109928
13,52,5,411.0,92354
13,52,6,506.0,72546
13,52,7,681.0,52234
13,53,2,388.0,133062
13,53,4,415.0,110520
13,53,5,413.0,91804
13,53,6,334.0,101000
13,53,7,658.0,56833
13,54,3,282.0,378865
13,54,5,248.0,133714
13,54,6,364.0,95580
13,54,13,494.0,40172
13,54,14,433.0,41831
13,55,2,470.0,113896
13,55,3,473.0,254961
13,55,4,415.0,110607
13,55,5,410.0,92778
13,55,6,506.0,72567
13,56,2,414.0,127820
13,57,2,470.0,113915
13,57,3,282.0,378892
13,57,4,416.0,109734
13,57,5,225.0,141474
13,57,6,339.0,100020
13,57,7,552.0,74044
13,57,8,489.0,48096
13,57,9,343.0,63498
13,57,10,571.0,39578
13,57,11,496.0,59074
13,58,2,474.0,113206
13,58,3,282.0,378867
13,58,4,224.0,181329
13,58,5,225.0,141316
13,58,6,509.0,71948
13,58,7,556.0,73287
13,58,8,330.0,71300
13,59,2,471.0,113809
13,59,3,283.0,377877
13,59,4,305.0,145848
13,59,5,393.0,96376
13,59,8,400.0,61669
13,59,9,568.0,45683
13,59,10,535.0,41838
13,60,2,472.0,113581
13,60,3,512.0,223241
13,60,4,432.0,102674
13,60,5,414.0,91672
13,60,6,506.0,72488
13,60,7,565.0,72240
13,60,8,450.0,55101
13,61,2,475.0,112980
13,61,3,470.0,257157
13,61,4,415.0,110521
13,61,5,415.0,91386
13,61,6,520.0,70124
13,61,8,349.0,68862
13,62,2,360.0,139515
13,62,3,282.0,378914
13,62,4,225.0,180537
13,62,5,224.0,141681
13,62,6,632.0,44815
13,63,2,676.0,71430
13,63,3,282.0,378732
13,63,4,224.0,181464
13,63,6,540.0,65855
13,64,2,673.0,72504
13,64,4,307.0,145105
13,64,5,316.0,114848
13,64,8,401.0,61462
13,65,2,470.0,113902
13,65,4,460.0,89055
13,65,5,507.0,69916
13,65,6,610.0,49220
13,65,7,557.0,73132
13,66,2,470.0,113910
13,66,4,415.0,110522
13,66,5,370.0,101632
13,66,6,506.0,72491
13,66,7,576.0,70637
13,66,9,568.0,45679
13,66,11,551.0,51274
13,66,14,655.0,31237
13,67,2,473.0,113323
13,67,4,437.0,100749
13,67,5,412.0,92158
13,67,6,507.0,72351
13,68,2,472.0,113683
13,68,4,415.0,110610
13,68,5,430.0,88283
13,68,7,557.0,73133
13,69,2,428.0,124634
13,69,3,381.0,312281
13,69,4,418.0,108716
13,69,5,941.0,25737
13,70,2,408.0,128814
13,70,4,448.0,95641
13,70,8,454.0,54469
13,70,9,570.0,45536
13,70,10,545.0,41093
13,71,2,432.0,123609
13,71,4,227.0,179962
13,71,5,224.0,141682
13,71,6,328.0,102128
13,73,1,183.0,213623
13,73,2,471.0,113814
13,73,4,259.0,164694
13,73,5,289.0,121485
13,73,6,506.0,72549
13,74,1,177.0,225009
13,74,3,469.0,258226
13,74,4,415.0,110611
13,74,5,250.0,133388
13,74,6,331.0,101623
13,74,7,548.0,74727
13,74,10,308.0,60010
13,75,1,168.0,238076
13,75,2,354.0,141181
13,75,3,288.0,374536
13,75,6,471.0,78194
13,76,1,168.0,236523
13,76,3,319.0,351674
13,76,6,506.0,72550
13,76,7,568.0,71735
13,76,8,456.0,54059
14,1,1,183.0,213312
14,1,3,572.0,135037
14,1,4,415.0,110231
14,2,1,183.0,213482
14,2,4,490.0,65801
14,2,7,581.0,69675
14,3,1,183.0,211795
14,3,4,431.0,103167
14,4,1,193.0,203445
14,4,6,507.0,72457
14,4,12,527.0,56834
14,5,1,180.0,174912
14,5,3,469.0,257807
14,6,1,191.0,205216
14,6,3,470.0,257045
14,6,5,411.0,92506
14,6,7,734.0,43018
14,7,2,472.0,113596
14,7,3,491.0,246153
14,7,4,415.0,110612
14,7,5,410.0,92675
14,8,1,183.0,213483
14,8,4,417.0,109555
14,8,5,728.5,41040
14,9,1,183.0,212638
14,9,5,411.0,92507
14,10,1,185.0,207821
14,10,4,427.0,105062
14,10,5,447.0,84428
14,11,5,482.0,76632
14,12,1,183.0,213484
14,12,4,415.0,110613
14,13,1,183.0,212505
14,13,5,410.0,92785
14,13,8,465.0,52519
14,13,10,556.0,40479
14,14,1,183.0,212639
14,14,3,491.0,245946
14,14,5,436.0,87149
14,15,1,183.0,213315
14,15,5,416.0,91245
14,15,7,732.0,43472
14,16,1,183.0,212699
14,16,4,420.0,107789
14,16,5,603.0,48161
14,17,1,185.0,207785
14,17,5,445.0,84899
14,17,6,651.0,42633
14,18,1,183.0,213485
14,18,2,656.0,78425
14,18,3,471.0,256667
14,19,1,201.0,132009
14,19,4,543.0,43318
14,20,1,192.0,200525
14,20,2,716.0,62845
14,20,3,496.0,242577
14,20,5,600.0,48817
14,23,1,193.0,203311
14,23,3,492.0,245593
14,23,5,462.0,81223
14,23,7,739.0,42135
15,1,1,193.0,203843
15,1,3,417.0,292268
15,1,4,308.0,144752
15,1,5,224.0,141610
15,1,6,335.0,100754
15,1,7,554.0,73725
15,1,9,441.0,54984
15,1,10,400.0,52242
15,1,11,387.0,74262
15,1,12,481.0,67500
15,1,13,589.0,33862
15,2,2,472.0,113597
15,2,4,318.0,140785
15,2,5,291.0,120925
15,2,6,585.0,55628
15,2,7,473.0,84796
15,3,2,513.5,105490
15,3,4,415.0,110232
15,3,5,472.0,79519
15,4,3,469.0,258209
15,4,5,305.0,117459
15,4,6,435.0,83778
15,4,7,552.0,74053
15,4,8,246.0,83580
15,4,9,428.0,55920
15,4,10,430.0,49955
15,4,12,407.0,80569
15,4,13,352.0,50843
15,4,17,379.0,56531
15,4,18,536.0,26118
15,5,2,476.0,112806
15,5,3,611.0,29066
15,5,5,402.0,94467
15,5,8,957.0,7626
15,5,9,1246.0,11922
15,5,10,1304.0,5276
15,5,11,491.0,59995
15,5,13,1210.0,9919
15,5,14,1688.0,3932
15,5,15,546.0,38119
15,7,2,632.0,83258
15,7,3,596.0,109560
15,7,4,372.0,122464
15,7,5,414.0,91487
15,9,1,168.0,237992
15,9,3,286.0,375707
15,9,4,315.0,142195
15,9,5,301.0,118373
15,9,6,781.0,29623
15,9,7,369.0,99282
15,9,10,415.0,51118
15,9,15,486.0,42349
15,9,16,421.0,38371
15,13,2,474.0,113214
15,13,3,282.0,378665
15,13,4,303.0,146618
15,13,5,228.0,140300
15,13,6,357.0,96794
15,13,7,432.0,90255
15,14,2,477.0,112447
15,14,4,305.0,145721
15,14,5,290.0,121216
15,15,2,625.0,84198
15,15,4,309.0,144525
15,15,5,411.0,92508
15,15,6,418.0,86592
15,15,7,491.5,82350
16,1,2,479.0,111964
16,1,3,608.0,89156
16,1,4,241.0,172897
16,1,5,251.0,132990
16,2,4,556.0,38363
16,2,5,238.0,136565
16,2,6,345.0,99037
16,2,8,281.0,78219
16,2,9,1015.0,18028
16,2,11,794.0,17820
16,2,12,413.0,79770
16,2,13,398.0,47141
16,2,16,390.0,40638
16,2,17,469.0,47980
16,2,18,377.0,33104
16,3,4,528.0,50301
16,3,5,601.0,48616
16,3,7,943.0,19518
16,4,2,489.0,110077
16,4,3,518.0,216564
16,4,4,227.0,179821
16,4,5,292.0,120350
16,4,7,873.0,26475
16,4,9,988.0,19014
16,4,10,357.0,55879
16,4,11,513.0,56505
16,6,3,382.0,311725
16,6,4,236.0,175593
16,6,5,427.0,89000
16,6,7,919.5,21398
16,6,8,734.0,19110
16,6,9,347.5,63080
16,6,11,769.0,19239
16,6,12,487.0,66032
16,6,15,644.0,28321
16,7,2,715.0,62981
16,7,3,525.0,205796
16,7,4,263.0,162708
16,7,5,238.5,136566
16,7,8,385.0,63547
16,7,9,612.0,42165
16,7,10,1130.0,10082
16,7,11,415.0,70734
16,7,13,1041.0,13798
16,7,14,605.0,33543
16,7,15,482.0,42676
16,7,18,398.0,32025
16,7,19,476.0,30447
16,8,2,437.0,122081
16,8,3,596.0,109561
16,8,4,313.0,143178
16,8,5,270.0,126870
16,8,7,475.0,84479
16,8,10,667.0,32944
16,8,11,374.0,76138
16,8,12,454.0,73193
16,8,13,374.0,49059
16,8,15,481.0,42710
16,8,16,341.0,44431
16,9,2,444.0,120392
16,9,3,527.0,201238
16,9,4,235.0,175971
16,9,5,328.0,111932
16,9,6,456.0,80722
16,9,8,319.0,72794
16,9,9,590.0,43955
16,9,10,501.0,44461
16,9,11,437.0,68298
16,9,12,885.0,15357
16,9,13,393.0,47508
16,10,2,444.0,120419
16,10,3,341.0,337374
16,10,4,238.0,174471
16,10,5,508.0,69311
16,10,8,356.0,67597
16,10,9,365.0,61422
16,11,2,510.0,106302
16,11,5,244.0,134842
16,11,7,491.0,82414
16,11,8,733.0,19153
16,11,9,460.0,53665
16,11,10,1074.0,12127
16,11,11,357.0,78518
16,11,12,466.0,70958
16,12,2,715.0,63024
16,12,3,282.0,378733
16,12,4,429.0,104359
16,12,5,945.0,24760
16,12,6,710.0,36113
16,12,7,385.0,96765
16,12,9,548.0,47273
16,12,10,378.0,53952
16,12,11,713.0,23049
16,12,12,406.0,80728
16,12,13,420.0,45382
16,12,14,913.0,18603
16,12,16,520.0,29294
16,12,17,420.0,52436
16,13,2,716.0,62794
16,13,3,282.0,378868
16,13,4,233.0,176953
16,13,5,291.0,120926
16,13,7,894.0,23680
16,13,8,265.0,80563
16,14,2,355.0,140917
16,14,3,430.0,284280
16,14,4,225.0,180870
16,14,5,225.0,141329
16,14,6,560.0,61073
16,14,7,555.0,73584
16,14,9,347.0,63107
16,14,10,556.0,40480
16,14,12,448.0,74325
16,14,14,652.0,31363
16,14,16,403.0,39662
16,14,17,987.0,15580
16,14,19,482.0,29718
16,17,2,709.0,64776
16,17,4,371.0,122956
16,17,6,593.0,53034
16,17,9,350.0,62752
16,17,10,457.0,47992
16,17,15,406.0,48212
16,17,19,1030.0,8175
16,18,2,471.0,113816
16,18,3,306.0,361068
16,18,4,272.0,159114
16,18,5,242.0,135379
16,18,12,415.0,79417
16,18,13,376.0,48873
16,18,19,363.0,42576
16,18,20,398.0,28437
16,18,21,289.0,28522
16,19,1,187.0,185171
16,19,2,473.0,113324
16,19,3,287.0,375208
16,19,4,261.0,164073
16,19,7,490.0,82625
16,19,8,375.0,65048
16,19,10,1036.0,13912
16,19,11,365.0,77269
16,20,1,192.0,200673
16,20,2,354.0,141149
16,20,3,282.0,378893
16,20,6,364.0,95538
16,20,7,390.0,95940
16,20,9,377.0,60265
16,20,10,483.5,45910
16,20,11,484.0,61283
16,20,13,379.0,48653
16,20,14,476.0,39673
16,20,16,459.0,35247
16,20,17,439.0,50829
16,20,18,484.0,28153
16,20,19,456.0,33490
16,20,20,375.0,29324
16,20,21,352.0,26206
16,21,2,354.0,141103
16,21,3,382.0,311727
16,21,4,566.0,31749
16,21,6,825.0,26305
16,21,7,368.0,99439
16,21,8,670.0,23587
16,22,3,299.0,366289
16,22,4,317.0,141266
16,22,5,411.0,92511
16,22,6,847.0,24166
16,22,7,368.0,99447
16,22,8,350.0,68624
16,22,11,436.0,68388
16,22,12,508.0,61528
16,22,14,446.0,41108
16,22,19,389.0,40020
16,22,20,533.0,23192
16,22,21,269.0,29383
16,22,22,211.0,25041
16,23,2,415.0,127429
16,23,3,459.0,264152
16,24,3,285.0,376774
16,24,4,312.0,143422
16,24,5,225.0,141541
16,24,6,364.0,95581
16,24,7,389.0,96202
16,24,8,307.0,74566
16,25,1,191.0,190698
16,25,2,726.0,58611
16,25,3,318.0,351822
16,25,4,235.0,175856
17,11,2,687.0,8328
17,11,5,1229.0,3990
17,13,1,190.0,188153
17,13,3,282.0,378905
17,13,5,1230.0,3927
17,13,17,417.0,52793
17,13,19,362.0,42641
17,13,21,651.5,17472
17,14,1,183.0,213158
17,14,2,668.0,10193
17,14,7,1233.0,4089
17,14,13,397.0,47249
17,14,14,385.0,44555
17,14,15,401.0,48540
17,15,2,690.0,8766
17,15,14,341.0,47369
17,16,16,364.0,42567
17,16,18,360.0,34016
17,16,25,418.0,13538
17,17,13,350.0,51020
17,18,1,183.0,212700
17,18,2,666.0,10431
17,18,10,329.0,58140
17,19,1,191.0,192076
17,19,17,381.0,56289
17,20,2,662.0,10639
17,20,3,582.0,18830
17,20,10,300.0,60713
17,21,2,662.0,10670
17,21,16,347.0,43966
17,22,1,187.0,184840
17,22,9,365.0,61459
17,23,2,669.0,2945
17,23,13,352.0,50858
17,24,1,183.0,212358
17,24,2,656.0,5233
17,24,16,336.0,44863
17,25,1,192.0,200394
17,25,2,670.0,10001
17,25,13,373.0,49090
17,25,14,358.0,46190
17,26,15,568.0,35939
