state_code,dist_code,court_no,court_historical_median_resolution,pending_cases_count
4,2,19,366.0,42152
4,2,21,245.0,30482
4,2,26,762.0,10786
4,2,27,420.5,13902
4,2,28,599.0,7217
4,2,31,515.0,3992
4,2,32,717.5,398
4,2,38,448.0,270
4,2,39,809.0,815
4,2,40,462.5,522
4,2,41,644.0,2741
4,2,46,493.0,914
4,2,48,1490.0,211
4,2,49,667.0,2307
4,2,58,777.5,6
4,2,59,130.0,4
4,3,1,155.0,248619
4,3,2,354.0,141058
4,3,3,282.0,378749
4,3,7,644.0,59748
4,3,8,502.0,45040
4,3,13,350.0,51034
4,3,15,407.0,48155
4,3,16,323.0,45981
4,3,18,359.0,34056
4,3,20,421.0,27531
4,3,22,260.0,15612
4,4,1,163.0,243839
4,4,2,354.0,141080
4,4,3,282.0,378756
4,4,8,498.0,45961
4,4,10,678.0,32269
4,4,11,360.0,78145
4,4,12,406.0,80865
4,4,13,350.0,51047
4,4,15,401.0,48524
4,4,17,371.0,57297
4,4,19,362.0,42630
4,4,22,181.0,27084
4,4,24,632.0,16387
4,4,30,1476.0,213
4,5,1,153.0,250218
4,5,2,354.0,141061
4,5,3,282.0,378757
4,5,4,223.0,181577
4,5,7,547.0,74853
4,5,14,777.0,25771
4,5,15,402.0,48461
4,5,16,325.0,45797
4,5,19,491.0,27560
4,5,24,767.0,12371
4,5,27,515.0,12121
4,5,30,196.0,2755
4,5,31,477.0,4570
4,5,33,221.0,3571
4,5,35,358.0,2397
4,5,37,250.0,1227
4,6,1,154.0,249119
4,6,2,355.0,140805
4,6,3,282.0,378760
4,6,4,460.0,89527
4,6,7,368.0,99392
4,6,9,346.0,63233
4,6,12,408.0,80447
4,6,13,350.0,51050
4,6,16,323.0,45982
4,6,17,371.0,57292
4,6,21,793.0,14001
4,6,24,467.0,20352
4,6,25,420.0,13493
4,6,34,529.0,1049
4,6,35,359.0,2386
4,7,1,191.0,169755
4,7,2,360.0,139599
4,7,3,282.0,378763
4,7,4,460.0,89572
4,7,9,343.0,63491
4,7,14,333.0,47876
4,7,15,402.0,48514
4,7,20,374.0,29358
4,7,22,187.0,26634
4,7,25,422.0,13446
4,8,1,158.0,247318
4,8,2,354.0,141081
4,8,3,282.0,378694
4,8,8,498.0,46011
4,8,9,348.0,62982
4,8,11,357.0,78516
4,8,13,350.0,50970
4,8,15,404.0,48383
4,8,17,609.0,34287
4,8,18,359.0,34066
4,8,19,364.0,42405
4,8,23,1989.0,1259
4,9,1,154.0,249630
4,9,2,355.0,141034
4,9,3,282.0,378767
4,9,11,576.0,47879
4,9,12,411.0,80021
4,9,13,350.0,50972
4,9,16,329.0,45430
4,9,17,371.0,57293
4,9,21,708.0,15945
4,9,26,761.0,10797
4,9,27,418.0,13951
4,9,28,598.5,7218
4,9,29,480.0,9279
4,9,31,515.0,4038
4,10,1,156.0,248023
4,10,2,355.0,140962
4,10,3,518.0,216897
4,10,8,246.0,83568
4,10,10,300.0,60718
4,10,11,357.0,78517
4,10,13,376.0,48854
4,10,14,345.0,47160
4,10,17,371.0,57282
4,10,19,491.0,27568
4,10,20,397.0,28482
4,10,22,179.0,27227
4,11,1,151.0,251054
4,11,2,357.0,140471
4,11,3,282.0,378769
4,11,4,460.0,89578
4,11,8,246.0,83576
4,11,9,343.0,63509
4,11,11,576.0,47884
4,11,13,350.0,51051
4,11,17,371.0,57283
4,11,22,180.0,27130
4,12,1,215.0,144541
4,12,2,360.0,139649
4,12,3,282.0,378643
4,12,7,369.0,99294
4,12,10,299.0,60823
4,12,11,366.0,77158
4,12,12,407.0,80637
4,12,15,635.0,29332
4,13,1,215.0,127170
4,15,1,180.0,175697
4,15,5,227.0,140919
4,15,6,328.0,102126
4,15,9,1647.5,398
4,15,10,311.0,59798
4,15,18,373.0,33363
4,15,19,367.0,42056
4,15,20,725.0,16863
4,15,21,300.0,28053
4,15,22,185.0,26795
4,15,25,435.0,13203
4,15,26,469.0,16262
4,15,29,480.0,9287
4,15,34,414.0,1728
4,15,35,358.5,2396
4,15,36,408.0,1142
4,15,37,265.0,2852
4,16,1,192.0,200373
4,16,3,518.0,216903
4,16,5,225.0,141512
4,16,6,328.0,102088
4,16,7,371.0,98863
4,16,10,308.0,59975
4,16,16,393.0,40381
5,1,1,164.0,242993
5,1,2,354.0,141105
5,1,3,302.0,363913
5,1,4,265.0,161843
5,1,5,252.0,132472
5,1,7,408.0,93529
5,2,1,165.0,242006
5,2,2,359.0,139840
5,2,3,300.0,365732
5,2,4,223.0,181658
5,2,5,225.0,141513
5,2,6,360.0,96272
5,2,7,412.0,92933
5,2,8,247.0,83298
5,2,9,347.0,63111
5,2,10,307.0,60101
5,2,11,364.0,77489
5,2,12,407.0,80589
5,2,13,371.0,49275
5,2,14,332.0,47944
5,2,15,404.0,48359
5,2,16,363.0,42692
5,2,17,390.0,55313
5,3,1,176.0,226064
5,3,2,360.0,139516
5,3,3,282.0,378918
5,3,4,226.0,180416
5,3,5,229.0,139929
5,3,6,347.0,98726
5,3,7,381.0,97462
5,4,1,175.0,226622
5,4,2,354.0,141167
5,4,3,295.0,369044
5,4,4,224.0,181447
5,4,5,241.0,135684
5,5,1,180.0,219477
5,5,2,356.0,140619
5,5,3,301.0,364577
5,5,4,240.0,173512
5,5,5,255.0,131834
5,5,6,330.0,101727
5,5,7,377.0,98056
5,5,8,323.0,72214
5,5,9,405.0,57814
5,5,10,374.0,54282
5,5,11,493.0,59514
5,5,12,405.0,80904
5,6,2,722.0,60087
5,6,4,274.0,158334
5,6,6,335.0,100827
5,6,7,379.0,97750
5,6,8,295.0,76258
5,6,9,785.0,28599
5,6,10,379.0,53825
5,6,11,385.0,74611
5,6,17,611.0,34134
5,6,18,374.0,33297
5,6,19,363.0,42506
5,7,1,184.0,181403
5,7,2,668.0,74355
5,7,3,290.0,373416
5,7,4,489.0,66475
5,7,5,224.0,141728
5,7,6,332.0,101457
5,8,1,215.0,162401
5,8,2,730.0,54712
5,8,3,413.0,294027
5,8,4,228.0,179693
5,8,5,339.0,108554
5,9,1,162.0,244706
5,9,2,355.0,140815
5,9,4,250.0,169029
5,9,5,229.0,140166
5,9,6,341.0,99620
5,9,7,389.0,96192
5,9,8,757.0,17817
5,10,1,220.0,155047
5,10,2,368.0,137615
5,10,3,292.0,371675
5,10,4,228.0,179525
5,10,5,754.0,37987
5,11,1,299.0,84618
5,11,2,358.0,140246
5,11,3,287.0,374840
5,11,4,370.0,123272
5,11,5,224.0,141602
5,11,6,349.0,98367
5,11,7,368.0,99358
5,11,8,246.0,83558
5,11,9,699.0,34943
5,11,10,700.0,30698
5,11,11,396.0,73092
5,11,12,423.0,78236
6,1,4,258.0,165276
6,1,5,231.0,139324
6,1,6,335.0,100789
6,1,7,1084.0,10271
6,1,8,328.0,71651
6,1,12,448.0,74250
6,1,13,450.0,43265
6,2,2,377.0,135350
6,2,3,292.0,371200
6,2,5,228.0,140427
6,2,6,336.0,100662
6,2,7,380.0,97542
6,2,8,409.0,60568
6,2,10,299.0,60816
6,3,3,297.0,367524
6,3,4,292.0,151196
6,3,5,224.0,141628
6,3,6,434.0,83864
6,3,7,460.0,86483
6,3,10,354.0,56133
6,4,2,361.0,139462
6,4,3,288.0,374343
6,4,4,253.0,167948
6,4,6,332.0,101393
6,5,2,361.0,139347
6,5,3,284.0,377371
6,5,4,234.0,176673
6,5,5,225.0,141442
6,5,7,394.0,95438
6,6,2,360.0,139726
6,6,3,282.0,378702
6,6,4,275.0,157510
6,6,5,224.0,141629
6,6,6,588.0,54433
6,6,7,516.0,79085
6,6,9,405.0,57800
6,6,10,298.0,60902
6,6,11,383.0,74914
6,7,2,356.0,140620
6,7,3,288.0,374565
6,7,4,223.0,181647
6,7,5,229.0,140062
6,7,6,361.0,96161
6,8,2,432.0,123624
6,8,3,353.0,330017
6,8,4,305.0,145990
6,8,5,229.0,140216
6,9,3,377.0,314866
6,9,5,236.0,137375
6,9,7,462.0,86255
6,9,12,426.0,77891
6,10,2,399.0,130602
6,10,3,357.0,327259
6,10,4,235.0,175797
6,10,5,249.0,133553
6,10,6,344.0,99223
6,10,7,476.0,84424
6,10,8,537.0,32383
6,10,9,349.0,62903
6,10,10,401.0,52201
6,11,2,410.0,128521
6,11,3,302.0,363811
6,11,4,223.0,181580
6,11,5,224.0,141621
6,11,6,420.0,86297
6,11,7,368.0,99413
6,11,8,246.0,83587
6,11,9,449.0,54417
6,12,1,162.0,244487
6,12,2,377.0,135133
6,12,3,377.0,314872
6,12,4,293.0,150738
6,13,1,156.0,248004
6,13,2,368.0,137571
6,13,3,287.0,374979
6,13,4,228.0,179714
6,13,7,370.0,99048
6,15,1,159.0,246769
6,15,2,361.0,139283
6,15,3,347.0,333818
6,15,4,230.0,178460
6,15,6,466.0,79017
6,16,1,169.0,234692
6,16,2,394.0,131771
6,16,3,524.0,207187
6,16,4,235.0,176007
6,16,7,502.0,80913
6,16,10,423.0,50562
6,17,1,155.0,248829
6,17,2,360.0,139729
6,17,3,293.0,371126
6,17,4,538.0,45480
6,17,5,378.0,99733
6,18,1,152.0,250578
6,18,2,360.0,139608
6,18,3,595.0,110465
6,18,4,230.0,178351
6,19,1,172.5,231646
6,19,2,366.0,137957
6,19,4,280.0,155929
6,19,6,333.0,101223
6,19,9,588.0,44123
6,20,1,156.0,248169
6,20,2,355.0,141035
6,20,3,282.0,378424
6,20,4,224.0,181489
6,20,5,237.0,137015
6,20,6,334.0,101065
6,20,7,411.0,92978
6,20,8,261.0,81165
6,21,1,168.0,236631
6,21,2,356.0,140621
6,21,3,303.0,362738
6,21,4,256.0,166182
6,22,1,173.0,231557
6,22,2,422.0,126207
6,22,3,282.0,378903
6,22,4,231.0,177987
6,22,5,233.0,138454
6,23,2,371.0,136595
6,23,3,288.0,374345
6,23,5,396.0,95708
6,23,6,332.0,101382
6,23,7,368.0,99374
6,23,9,392.0,59066
6,24,1,153.0,250008
6,24,3,302.0,364387
6,24,5,233.0,138351
6,25,1,162.0,244143
6,25,3,346.0,334729
6,25,5,286.0,122686
6,25,6,343.0,99387
6,26,1,167.0,239251
6,26,3,282.0,378344
6,26,4,240.0,173653
6,27,1,165.0,242007
6,27,2,368.0,137486
6,27,4,225.0,180908
6,28,2,503.0,107298
6,28,3,282.0,378913
6,28,4,224.0,181341
7,1,2,425.0,125507
7,1,4,478.0,78148
7,1,5,538.0,64722
7,1,6,647.0,43175
7,2,2,694.0,18224
7,2,3,527.0,200666
7,2,4,559.0,16793
7,2,5,287.0,122253
7,3,3,518.0,216559
7,4,2,457.0,117307
7,4,3,534.0,187797
7,6,3,472.0,255520
7,6,4,305.0,146061
7,7,2,458.0,117182
7,7,4,522.0,53196
7,7,5,528.0,67330
7,8,4,519.0,54541
7,9,2,409.0,128751
7,9,3,532.0,191429
7,9,4,415.0,110490
7,9,5,944.0,24918
7,9,6,393.0,90560
7,10,1,183.0,212482
7,10,2,470.0,114067
7,10,3,525.0,205758
7,10,5,249.0,133639
7,11,1,288.0,99768
7,11,3,530.0,195753
7,11,4,484.0,75047
7,12,1,182.0,210847
7,12,2,657.0,78218
7,12,4,286.0,153516
7,13,1,168.0,236830
7,14,1,168.0,237382
7,14,2,410.0,128568
7,14,4,415.0,110346
7,15,1,193.0,201942
7,15,3,441.5,275816
7,15,4,379.0,120384
7,16,4,256.0,166048
7,17,1,168.0,237296
7,17,2,625.0,84223
7,17,3,616.0,39887
7,17,4,305.0,146001
7,17,5,862.0,30672
7,18,1,158.0,247269
7,19,1,168.0,237114
7,19,2,409.0,128752
7,19,3,614.0,73064
7,19,4,549.0,23987
7,20,1,174.0,230320
7,21,1,170.0,233616
7,22,1,159.0,246623
7,22,2,409.0,128753
7,22,3,377.0,314920
7,22,5,290.0,121235
7,23,1,189.0,188329
7,23,3,377.0,314921
7,23,5,230.0,139484
7,24,1,80.0,9820
7,24,2,355.0,140978
8,1,2,441.0,121162
8,1,4,305.0,146062
8,1,5,1202.0,9329
8,1,7,449.0,87922
8,1,8,430.0,57752
8,1,13,450.0,43251
8,2,2,664.0,11055
8,2,4,337.0,134366
8,3,3,618.0,45262
8,3,4,308.0,144721
8,3,5,770.0,36605
8,3,7,485.0,83137
8,3,8,433.0,57284
8,3,9,843.0,24978
8,3,10,440.0,49294
8,4,2,700.0,29797
8,4,3,393.0,305676
8,4,5,294.0,119875
8,5,5,251.0,132931
8,5,6,989.5,14422
8,6,2,375.0,135631
8,6,4,350.0,130274
8,6,7,490.0,82595
8,6,12,442.0,75305
8,7,2,472.0,113700
8,7,4,450.0,94428
8,9,2,409.0,128754
8,9,4,305.0,145709
8,10,1,168.0,238455
8,10,2,480.0,111681
8,10,3,610.0,80715
8,10,5,290.0,121192
8,10,6,393.0,90493
8,10,7,497.0,81625
8,11,1,168.0,238041
8,11,2,411.0,128443
8,12,2,409.0,128804
8,12,4,303.0,146791
8,13,1,210.0,138045
8,13,4,335.0,135260
8,13,7,591.0,68326
8,13,9,440.0,55037
8,14,1,169.0,234795
8,14,2,427.0,124802
8,14,3,610.0,78348
8,14,6,442.0,82565
8,15,4,306.0,145452
8,15,5,283.0,123505
8,16,1,442.0,36252
8,16,2,728.0,56778
8,16,3,389.0,308039
8,16,5,701.0,42783
8,17,2,409.0,128755
8,17,3,294.0,370395
8,17,4,560.5,29024
8,17,6,623.0,46110
8,18,1,185.0,171841
8,18,2,392.0,132251
8,18,4,461.0,88635
8,18,6,374.0,93756
8,18,9,490.5,51506
8,19,1,161.0,245421
8,20,1,151.0,250981
8,20,2,409.0,128805
8,21,2,434.0,123102
8,21,4,328.0,137824
8,22,2,415.0,127586
8,22,3,387.0,308977
8,22,4,372.0,122556
8,23,2,408.5,128806
8,23,4,262.0,163339
8,24,1,168.0,238042
8,24,2,410.0,128523
8,25,1,331.0,23409
8,25,3,574.0,133348
8,26,1,168.0,238456
8,26,3,369.0,319773
8,26,4,331.0,136603
8,27,1,167.0,238913
8,27,3,310.0,358043
8,28,1,190.0,190365
8,28,2,700.0,66468
8,28,3,302.0,364028
8,28,4,391.0,116551
8,29,1,292.0,94818
8,29,2,404.0,129808
8,29,3,603.0,95154
8,30,2,416.0,127359
8,30,3,519.0,213785
8,30,4,560.0,16324
8,30,6,830.0,25642
8,30,7,588.0,68782
8,30,8,384.0,63921
8,31,1,153.0,249849
8,31,3,387.0,308978
8,31,5,402.0,94495
8,33,1,168.0,236831
8,33,3,293.0,370863
8,33,4,257.0,165476
8,33,5,281.0,123830
8,34,3,383.0,311161
8,34,4,305.0,145929
8,34,6,810.0,27220
8,34,7,381.0,97485
8,34,10,394.0,52681
8,35,1,464.0,30063
8,35,3,349.0,332430
8,35,5,554.0,60363
8,36,1,175.0,227542
8,36,3,399.0,302129
8,36,6,377.0,93219
8,37,1,270.5,21688
8,37,3,574.0,133349
8,38,1,156.0,247916
8,38,3,386.0,309545
8,38,4,371.0,122770
8,38,6,335.0,100811
8,39,3,530.0,197067
8,39,4,260.0,164262
9,1,11,620.0,33791
9,1,13,482.0,41168
9,1,19,526.0,23025
9,1,25,714.0,8897
9,1,26,1428.0,2876
9,1,28,1505.0,1328
9,2,17,1616.0,1575
9,2,18,464.0,28952
9,2,25,925.0,6077
9,2,26,1566.0,1349
9,3,6,431.0,84466
9,3,7,606.0,65945
9,3,9,776.0,29054
9,3,12,496.0,63915
9,3,23,726.0,8602
9,4,14,650.0,31490
9,4,15,655.0,27456
9,4,16,407.0,39348
9,4,17,385.0,55869
9,4,30,358.0,1108
9,5,7,526.0,77723
9,5,10,655.0,33714
9,5,11,429.0,69198
9,5,18,435.0,30179
9,5,21,726.0,15421
9,5,23,1636.0,2649
9,5,25,709.0,8983
9,5,27,661.0,9582
9,6,8,448.0,55426
9,6,9,429.0,55880
9,6,13,532.0,37477
9,6,16,713.0,17063
9,6,18,1367.5,5238
9,6,22,1099.0,5767
9,7,15,455.0,44417
9,7,40,495.0,386
9,8,14,816.0,23248
9,8,19,434.0,36324
9,8,25,571.0,10993
9,9,12,560.0,48338
9,9,14,428.0,42039
9,9,15,547.0,38019
9,9,18,528.0,26429
9,9,22,218.5,23554
9,9,31,522.0,3117
9,9,35,452.5,1764
9,9,45,81.0,1
9,10,5,568.0,56244
9,10,7,465.0,85776
9,10,8,450.0,55096
9,10,11,1421.5,1500
9,10,12,573.0,45373
9,11,5,536.0,65467
9,11,7,471.0,85046
9,11,13,665.0,28067
9,12,8,522.0,38479
9,12,11,447.0,66871
9,12,14,793.0,24751
9,12,17,1394.0,5647
9,12,24,651.0,15870
9,13,9,733.0,32055
9,13,13,761.5,22564
9,13,15,463.0,43943
9,13,17,1084.0,11558
9,13,18,522.0,26657
9,13,26,579.0,13987
9,14,9,428.0,55931
9,14,11,421.0,69955
9,14,12,450.0,73760
9,14,13,437.0,44291
9,14,14,1118.0,13613
9,14,16,408.0,39290
9,14,20,598.0,20842
9,14,27,716.0,7751
9,14,29,605.0,7955
9,18,2,627.0,83774
9,18,4,313.0,142974
9,18,5,412.0,92069
9,18,7,736.0,42675
9,18,9,1254.0,11605
9,18,11,844.0,13314
9,18,13,758.0,22694
9,18,14,1404.0,8476
9,18,20,1379.0,3903
9,19,9,686.0,35839
9,19,11,417.0,70498
9,19,21,1520.0,4840
9,20,8,448.0,55602
9,20,9,838.0,25194
9,20,16,477.0,33402
9,20,17,445.0,50251
9,20,18,464.0,28947
9,20,20,791.0,14674
9,20,22,791.0,8933
9,20,36,946.0,585
9,22,7,749.0,40975
9,22,11,438.0,68198
9,22,25,1320.0,2024
9,22,26,664.0,12453
9,22,28,863.5,5306
9,23,3,555.0,153415
9,23,4,572.0,10849
9,23,7,706.0,48004
9,23,8,470.0,51570
9,24,5,594.5,50634
9,24,7,680.0,52377
9,24,8,452.0,54839
9,24,12,590.5,40110
9,25,7,971.0,17743
9,25,8,373.0,65285
9,25,13,1252.5,8926
9,27,9,1185.0,13297
9,27,10,586.0,38720
9,27,11,454.0,65753
9,28,17,770.0,23066
9,28,18,467.0,28835
9,29,5,508.0,69514
9,29,7,469.0,85259
9,29,10,686.0,31342
9,30,7,981.0,16968
9,30,9,446.5,54602
9,30,18,570.5,24296
9,31,13,429.0,44821
9,31,26,1469.0,2259
9,33,7,909.0,22325
9,33,8,537.0,32118
9,33,13,504.0,39478
9,33,14,917.0,18491
9,33,17,1364.5,6034
9,33,18,505.0,27341
9,33,22,227.0,19327
9,33,23,1056.0,5489
9,33,24,566.0,17979
9,34,3,546.0,162347
9,34,4,313.0,143161
9,34,5,650.0,45028
9,35,8,481.0,49717
9,35,10,436.0,49516
9,35,11,515.0,56245
9,35,12,622.0,31921
9,35,14,678.0,30181
9,35,15,550.0,37753
9,35,23,690.0,9147
9,35,24,1020.0,6875
9,35,26,653.0,12655
9,35,27,661.0,9613
9,35,31,515.0,4155
9,36,6,528.0,68581
9,36,8,533.0,34660
9,36,9,446.0,54603
9,36,10,544.0,41176
9,36,11,844.0,13345
9,36,13,427.0,44899
9,36,14,811.0,23503
9,38,9,1523.0,1967
9,38,16,728.0,16464
9,38,23,317.5,15566
9,39,15,775.0,19195
9,40,6,521.0,69872
9,40,7,661.0,56324
9,40,8,355.0,67784
9,40,9,432.0,55643
10,1,2,362.0,138968
10,1,3,282.0,378770
10,1,4,369.0,123415
10,1,5,225.0,141443
10,1,6,348.0,98562
10,1,7,402.0,94411
10,1,8,254.0,82308
10,1,9,353.0,62545
10,1,10,317.0,59110
10,1,11,360.0,78147
10,1,12,564.0,47396
10,1,15,615.0,31238
10,1,18,360.0,34041
10,1,19,366.0,42128
10,1,20,374.0,29335
10,2,2,395.0,131535
10,2,4,230.0,178591
10,2,5,225.0,141539
10,2,6,329.0,102051
10,2,7,383.0,97107
10,2,8,258.0,81676
10,2,9,349.0,62921
10,2,10,300.0,60719
10,2,11,365.0,77316
10,2,12,406.0,80867
10,2,13,350.0,50955
10,2,14,333.0,47869
10,2,15,401.0,48525
10,3,2,355.0,140993
10,3,3,285.0,376852
10,3,4,224.0,181508
10,3,5,224.0,141730
10,3,6,333.0,101209
10,3,7,369.0,99289
10,3,8,281.0,78282
10,3,9,346.0,63244
10,3,10,309.0,59897
10,3,11,357.0,78446
10,3,12,406.0,80811
10,3,14,333.0,47881
10,3,15,402.0,48489
10,3,17,371.0,57299
10,3,18,373.0,33367
10,3,19,365.0,42236
10,3,20,410.0,28007
10,3,21,539.0,20597
10,3,22,181.0,27103
10,3,23,301.0,16033
10,3,26,469.0,16249
10,3,27,418.0,13947
10,3,28,602.0,7204
10,3,29,481.0,9270
10,3,30,196.0,2747
10,3,31,467.5,4658
10,3,32,614.0,445
10,3,33,221.0,3555
10,4,2,354.0,141083
10,4,4,223.0,181659
10,4,7,368.0,99430
10,4,8,247.0,83270
10,4,9,344.0,63369
10,4,10,299.0,60776
10,4,11,357.0,78545
10,4,13,567.0,35343
10,4,14,341.0,47377
10,4,15,412.5,47728
10,4,16,327.0,45649
10,4,17,373.0,57040
10,4,18,467.0,28842
10,4,20,396.0,28548
10,4,21,252.0,30131
10,4,22,188.0,26567
10,4,23,302.0,16003
10,5,2,355.0,140817
10,5,3,290.0,373025
10,5,4,223.0,181538
10,5,5,224.0,141604
10,5,6,331.0,101627
10,5,7,368.0,99359
10,5,8,254.0,82310
10,5,9,347.0,63095
10,5,10,306.0,60218
10,5,11,358.0,78315
10,5,12,416.0,79244
10,5,14,346.0,47106
10,5,16,330.0,45410
10,5,17,372.0,57219
10,5,18,393.0,32275
10,5,20,374.0,29353
10,6,2,355.0,140979
10,6,3,282.0,378541
10,6,4,234.0,176615
10,6,5,231.0,139236
10,6,6,329.0,101968
10,6,7,368.0,99445
10,6,8,258.0,81665
10,6,10,299.0,60773
10,6,11,357.0,78510
10,6,13,369.0,49540
10,6,14,349.0,46888
10,6,15,418.0,47373
10,6,16,325.0,45798
10,7,2,586.0,91316
10,7,3,349.0,332855
10,7,4,245.0,171150
10,7,5,224.0,141605
10,7,6,336.0,100541
10,7,7,368.0,99341
10,7,8,246.0,83452
10,7,9,348.0,63054
10,7,10,312.0,59668
10,7,11,357.0,78447
10,7,12,411.0,80022
10,7,13,374.0,48995
10,7,14,333.0,47861
10,7,16,330.0,45385
10,7,18,405.0,31728
10,7,20,374.0,29374
10,7,21,245.0,30483
10,7,23,302.0,16009
10,7,24,1257.0,4580
10,8,2,354.0,141084
10,8,4,223.0,181582
10,8,5,225.0,141400
10,8,6,349.0,98371
10,8,7,368.0,99309
10,8,9,346.0,63245
10,8,11,357.0,78538
10,8,12,406.0,80868
10,8,13,387.0,47942
10,8,16,323.0,45983
10,8,18,362.0,33885
10,8,20,374.0,29360
10,8,21,245.0,30484
10,8,22,212.0,24896
10,8,23,321.0,15485
10,8,25,416.0,13575
10,9,2,355.0,140844
10,9,3,291.0,371990
10,9,4,235.0,176144
10,9,5,228.0,140429
10,9,6,328.0,102116
10,9,7,378.0,97839
10,9,8,255.0,82292
10,9,11,364.0,77444
10,9,12,406.0,80724
10,9,13,350.0,51018
10,9,17,373.0,57069
10,9,18,361.0,33928
10,9,19,366.0,42146
10,9,20,379.0,29166
10,9,21,256.0,29964
10,10,2,361.0,139350
10,10,3,291.0,372533
10,10,4,226.0,180418
10,10,5,224.0,141670
10,10,6,339.0,99974
10,10,7,368.0,99455
10,10,8,464.0,52760
10,10,10,323.0,58573
10,10,11,357.0,78503
10,10,12,413.0,79703
10,10,13,381.0,48464
10,10,14,566.0,35485
10,10,15,431.0,46318
10,10,16,333.0,45120
10,10,17,371.0,57295
10,10,18,359.0,34063
10,10,22,188.0,26595
10,10,23,301.0,16034
10,10,26,556.0,14396
10,10,27,470.0,12913
10,10,28,717.0,6359
10,10,29,515.0,8930
10,10,30,260.0,2262
10,10,31,468.0,4657
10,10,32,677.0,417
10,10,34,414.0,1727
10,10,35,359.0,2387
10,10,36,407.0,1143
10,11,2,354.0,141085
10,11,3,282.0,378542
10,11,4,232.0,177639
10,11,5,227.0,140857
10,11,6,341.0,99742
10,11,7,381.0,97352
10,11,9,344.0,63451
10,11,10,298.0,60859
10,11,11,357.0,78466
10,11,12,406.0,80841
10,11,14,341.0,47378
10,11,15,402.0,48515
10,11,16,322.0,46053
10,11,18,359.0,34071
10,11,19,363.0,42527
10,11,20,375.0,29308
10,11,21,246.0,30447
10,11,22,179.0,27228
10,11,23,317.0,15582
10,11,24,460.0,20554
10,11,26,470.0,16240
10,11,27,420.0,13913
10,11,28,601.0,7208
10,11,29,511.0,8972
10,11,30,196.0,2735
10,11,31,469.0,4637
10,11,32,836.0,339
10,11,35,359.0,2395
10,11,36,407.0,1144
10,11,37,253.0,2927
10,11,38,381.0,306
10,12,2,360.0,139565
10,12,4,240.0,173468
10,12,5,224.0,141723
10,12,6,330.0,101816
10,12,7,368.0,99414
10,12,8,247.0,83423
10,12,9,350.0,62790
10,12,10,298.0,60889
10,12,12,410.0,80247
10,12,13,390.0,47759
10,12,18,362.0,33886
10,12,19,363.0,42483
10,12,20,374.0,29361
10,12,21,273.0,29196
10,12,22,188.0,26569
10,12,23,301.0,16029
10,12,24,463.0,20467
10,12,25,413.0,13627
10,12,26,469.0,16251
10,12,27,419.0,13930
10,12,28,596.5,7230
10,12,31,465.0,4673
10,13,1,151.0,251088
10,13,2,679.0,70708
10,13,16,324.0,45896
10,14,2,355.0,140926
10,14,3,288.0,374189
10,14,4,234.0,176386
10,14,5,233.0,138519
10,14,6,328.0,102117
10,14,8,258.0,81698
10,14,9,347.0,63102
10,14,10,306.0,60223
10,14,11,363.0,77683
10,14,12,406.0,80871
10,14,13,369.0,49532
10,14,14,334.0,47808
10,14,15,402.0,48490
10,14,16,330.0,45340
10,14,17,371.0,57267
10,14,18,374.0,33299
10,14,19,366.0,42180
10,14,23,315.0,15650
10,15,2,370.0,137054
10,15,3,292.0,371716
10,15,6,328.0,102147
10,15,7,379.0,97761
10,15,11,357.0,78531
10,15,12,406.0,80872
10,15,13,350.0,50985
10,15,14,334.0,47833
10,15,15,408.0,48007
10,15,16,326.0,45748
10,15,17,375.0,56945
10,15,18,360.0,34002
10,15,19,362.0,42631
10,15,23,301.0,16035
10,15,24,463.0,20468
10,15,26,474.0,16158
10,15,27,483.0,12699
10,15,28,602.0,7202
10,16,1,160.0,246048
10,16,2,361.0,139352
10,16,3,282.0,378878
10,16,4,223.0,181583
10,16,5,229.0,140118
10,16,6,328.0,102090
10,16,7,370.0,99104
10,16,8,248.0,83185
10,16,10,298.0,60861
10,16,11,357.0,78467
10,16,13,388.0,47934
10,17,1,151.0,251055
10,17,2,373.0,136185
10,17,3,306.0,361260
10,17,4,255.0,166365
10,17,5,227.0,140858
10,17,6,332.0,101489
10,17,7,371.0,99015
10,17,8,246.0,83570
10,17,9,359.0,61972
10,17,10,314.0,59514
10,17,11,358.0,78273
10,17,12,410.0,80202
10,17,15,402.0,48475
10,17,16,349.0,43826
10,17,18,376.0,33169
10,17,19,362.0,42590
10,17,21,245.0,30485
10,17,22,185.0,26811
10,17,23,317.0,15578
10,17,24,630.0,16470
10,18,2,355.0,140994
10,18,3,291.0,371991
10,18,5,225.0,141403
10,18,10,299.0,60834
10,18,16,323.0,45984
10,18,17,372.0,57256
10,18,18,360.0,33987
10,18,19,364.0,42449
10,18,20,374.0,29337
10,18,21,252.0,30106
10,18,22,181.0,27085
10,18,23,302.0,16004
10,18,24,461.0,20530
10,19,2,355.0,140952
10,19,3,283.0,377980
10,19,4,223.0,181584
10,19,5,224.0,141711
10,19,6,343.0,99317
10,19,7,510.0,79897
10,19,9,348.0,63075
10,19,10,314.0,59489
10,19,11,358.0,78354
10,19,12,416.0,79324
10,19,13,413.0,45786
10,20,1,152.0,250307
10,20,2,430.0,124185
10,20,4,223.0,181648
10,20,6,328.0,102127
10,20,7,378.0,97880
10,20,8,246.0,83559
10,20,9,343.0,63510
